name,country,span,matches,innings,not_out,runs,highest_score,average,balls_faced,strike_rate,100s,50s,duck,4s,6s
Karim Sadiq,AFG,2010-2018,36,36,0,538,72,14.94,493,109.12,0,1,4,61,10
SSM Stanislaus,MLT,2020-2023,36,31,4,538,62,19.92,516,104.26,0,1,1,35,22
Aizaz Khan,HKG,2014-2023,53,46,10,534,44*,14.83,502,106.37,0,0,4,41,11
PWH de Silva,SL,2019-2023,58,49,11,533,71,14.02,430,123.95,0,1,4,54,8
RN ten Doeschate,NED,2008-2021,24,23,10,533,59,41.00,401,132.91,0,3,2,27,19
Iqbal Hossain,Aut,2021-2023,25,21,0,532,71,25.33,328,162.19,0,3,3,49,38
Talha Khan,GER,2019-2023,28,28,5,532,69*,23.13,514,103.50,0,3,4,43,12
Ibrahim Zadran,AFG,2019-2023,24,24,4,530,64*,26.50,516,102.71,0,2,0,41,13
C Kieswetter,ENG,2010-2012,25,25,1,526,63,21.91,470,111.91,0,3,2,47,23
Mohammed Rizlan,QAT,2019-2022,33,27,8,526,72*,27.68,450,116.88,0,3,2,30,31
Zeeshan Kukikhel,HUN,2021-2023,15,15,0,522,137,34.80,316,165.18,1,3,0,61,27
F Behardien,SA,2012-2018,38,30,14,518,64*,32.37,404,128.21,0,1,1,37,16
P Mishra,BUL,2019-2023,43,39,2,518,55,14.00,400,129.50,0,3,4,35,41
TWM Latham,NZ,2012-2023,26,23,3,516,65*,25.80,474,108.86,0,3,1,42,8
Shaheryar Butt,Belg,2019-2023,22,21,5,515,125*,32.18,351,146.72,1,1,1,38,33
S Adedeji,NGA,2019-2022,28,27,4,513,68,22.30,583,87.99,0,3,3,41,14
MJ Richardson,GER,2019-2023,25,24,7,511,61*,30.05,492,103.86,0,2,0,47,5
V Sibanda,ZIM,2007-2016,26,26,1,511,59,20.44,503,101.59,0,1,3,52,11
MWR Stokes,GUE,2019-2023,26,23,5,511,56*,28.38,472,108.26,0,1,1,40,10
Faisal Khan,KSA,2019-2023,22,22,2,508,83*,25.40,303,167.65,0,3,4,59,28
Karim Janat,AFG,2016-2023,49,33,5,508,56*,18.14,436,116.51,0,3,3,34,24
Noor Ali Zadran,AFG,2010-2017,20,20,1,506,63,26.63,497,101.81,0,3,1,45,6
C de Grandhomme,NZ,2012-2021,41,39,7,505,59,15.78,365,138.35,0,3,6,27,30
Nawroz Mangal,AFG,2010-2017,32,32,4,505,65*,18.03,453,111.47,0,2,4,42,19
Imran Nazir,PAK,2007-2012,25,24,1,500,72,21.73,370,135.13,0,3,2,59,22
Haider Ali,PAK,2020-2022,33,30,3,499,68,18.48,395,126.32,0,3,3,42,22
Janak Prakash,SGP,2019-2022,35,33,9,499,56,20.79,402,124.12,0,1,2,30,20
S Periyalwar,ROM,2019-2023,32,28,10,497,105*,27.61,457,108.75,1,2,2,49,10
TP Visee,NED,2015-2021,31,31,0,496,78,16.00,339,146.31,0,3,5,68,17
FA Cossa,MOZ,2019-2023,29,24,8,495,68,30.93,401,123.44,0,3,3,47,25
HC Brook,ENG,2022-2023,24,21,4,494,81*,29.05,349,141.54,0,2,0,38,23
Shafiqullah,AFG,2010-2019,46,42,12,494,51*,16.46,340,145.29,0,1,5,35,31
Dylan Steyn,CZK-R,2022-2023,16,16,0,493,106,30.81,372,132.52,1,2,0,58,8
K Kadowaki-Fleming,JPN,2022-2023,13,13,1,493,114,41.08,314,157.00,1,3,0,36,29
J Rasu,VAN,2019-2023,28,27,3,492,74,20.50,436,112.84,0,2,3,36,19
SKS Gill,LUX,2022-2023,22,22,2,491,49,24.55,504,97.42,0,0,2,41,8
S Muniandy,MAL,2019-2023,58,45,17,490,40,17.50,382,128.27,0,0,3,30,23
Adnan Idrees,KUW,2019-2023,26,26,0,489,80,18.80,344,142.15,0,3,4,57,22
MJ Clarke,AUS,2005-2010,34,28,5,488,67,21.21,473,103.17,0,1,2,29,10
B Ward,JER,2019-2023,31,27,8,487,58*,25.63,380,128.15,0,1,1,27,28
Imad Wasim,PAK,2015-2023,66,44,12,486,64*,15.18,369,131.70,0,1,6,47,11
CJ Anderson,NZ,2012-2018,31,24,4,485,94*,24.25,351,138.17,0,2,3,30,26
I Liyanage,QAT,2020-2023,23,21,4,485,60,28.52,408,118.87,0,3,2,53,14
R Bakum,Ghana,2019-2022,25,24,3,481,71,22.90,334,144.01,0,4,3,33,28
V Balakrishnan,BOT,2019-2023,25,23,4,481,100,25.31,433,111.08,1,2,0,41,17
N Dickwella,SL,2016-2021,28,27,1,480,68,18.46,366,131.14,0,1,2,61,9
SW Billings,ENG/ICC,2015-2022,37,33,5,478,87,17.07,368,129.89,0,2,1,41,16
JDP Oram,NZ,2005-2012,36,30,7,474,66*,20.60,339,139.82,0,2,3,38,22
GJ Bailey,AUS/World,2012-2017,30,26,7,473,63,24.89,346,136.70,0,2,1,37,20
Raza Iqbal,NOR,2019-2023,23,23,3,470,64*,23.50,393,119.59,0,4,1,59,8
Aasif Sheikh,NEP,2021-2022,20,20,1,468,57,24.63,386,121.24,0,2,3,46,17
NJ O'Brien,IRE,2008-2016,30,28,2,466,50,17.92,475,98.10,0,1,0,40,7
CN Ackermann,NED,2019-2022,22,22,4,465,62,25.83,402,115.67,0,1,2,34,11
H Singh,GER,2019-2023,32,28,5,465,68*,20.21,388,119.84,0,1,1,46,6
RE van der Merwe,NED/SA,2009-2022,52,36,14,465,75*,21.13,365,127.39,0,2,7,37,13
JEC Franklin,NZ,2006-2013,38,31,8,463,60,20.13,391,118.41,0,2,2,28,23
R Pathan,CAN,2021-2022,11,11,2,463,107*,51.44,287,161.32,1,3,1,48,21
JM Vince,ENG,2015-2022,17,17,0,463,59,27.23,361,128.25,0,2,0,47,14
LS Livingstone,ENG,2017-2023,33,27,6,461,103,21.95,316,145.88,1,0,2,25,28
TM Head,AUS,2016-2023,20,19,3,460,91,28.75,327,140.67,0,1,0,34,18
RA Jadeja,IND,2009-2022,64,34,15,457,46*,24.05,367,124.52,0,0,2,34,12
JD Ryder,NZ,2008-2014,22,21,1,457,62,22.85,358,127.65,0,3,2,47,18
D Wiese,NAM/SA,2013-2022,39,30,10,453,66*,22.65,360,125.83,0,2,3,28,18
Saud Islam,UGA,2021-2021,20,19,2,452,75,26.58,426,106.10,0,3,4,43,9
Mohammad Ashraful,BAN,2007-2013,23,23,0,450,65,19.56,356,126.40,0,2,2,48,11
Rameez Shahzad,UAE,2016-2019,22,21,3,449,54,24.94,404,111.13,0,1,2,37,13
Anshuman Rath,HKG,2015-2023,23,22,2,448,57,22.40,453,98.89,0,1,1,48,2
Mohamed Rishwan,MDV,2019-2022,24,23,1,448,67,20.36,435,102.98,0,3,0,39,21
Anamul Haque,BAN,2012-2022,20,20,2,445,58,24.72,395,112.65,0,1,1,46,14
Nurul Hasan,BAN,2016-2022,46,41,14,445,42*,16.48,376,118.35,0,0,4,27,16
Usman Patel,KUW,2020-2023,24,23,3,444,75*,22.20,369,120.32,0,4,2,54,9
Mirza Ahsan,Aut,2019-2023,30,27,6,443,70*,21.09,271,163.46,0,4,1,31,25
JK Vifah,Ghana,2019-2022,24,24,3,442,63*,21.04,392,112.75,0,3,0,39,12
Younis Khan,PAK,2006-2010,25,23,3,442,51,22.10,364,121.42,0,2,2,31,12
A Mansale,VAN,2019-2023,27,26,3,441,57*,19.17,397,111.08,0,2,5,27,15
T Manders,BMUDA,2021-2023,12,12,1,436,84,39.63,350,124.57,0,3,0,41,17
J Barker,LUX,2019-2023,30,25,9,435,44,27.18,440,98.86,0,0,2,34,3
ND Laegsgaard,DEN,2019-2023,23,22,2,435,91,21.75,297,146.46,0,2,3,43,22
E Niyomugabo,RWN,2021-2023,44,41,3,435,61,11.44,422,103.08,0,2,4,26,15
CJ Jordan,ENG,2014-2023,88,54,24,434,36,14.46,329,131.91,0,0,3,31,21
NR Kumar,CAN,2012-2019,18,16,2,434,83,31.00,336,129.16,0,3,1,34,13
D Ndikubwimana,RWN,2021-2023,37,34,4,434,69,14.46,534,81.27,0,2,3,34,9
Najjam Shahzad,PORT,2019-2023,22,19,5,428,53*,30.57,305,140.32,0,1,1,27,29
M Simpson-Parker,Aut,2019-2023,33,26,2,428,65*,17.83,440,97.27,0,2,3,32,10
Azhar Andani,PORT,2021-2023,12,12,1,427,100,38.81,341,125.21,1,2,0,44,7
Mohammad Nawaz,3,2016-2023,57,35,11,427,45*,17.79,327,130.58,0,0,4,36,19
PL Mommsen,SCOT,2012-2016,24,19,7,419,68*,34.91,329,127.35,0,2,1,32,11
Kuldeep,PORT,2022-2023,14,14,1,416,80,32.00,257,161.86,0,3,0,39,25
A Dizija,SRB,2022-2023,14,13,0,414,92,31.84,324,127.77,0,4,1,41,15
KH Prajapati,OMA,2021-2023,24,23,2,411,74*,19.57,389,105.65,0,2,2,41,10
AR Ramjani,UGA,2022-2023,24,17,4,411,78,31.61,307,133.87,0,2,0,31,17
M Taylor,Bhm,2021-2023,15,15,0,408,67,27.20,363,112.39,0,3,1,36,22
JO Holder,WI,2014-2023,55,38,10,407,38,14.53,340,119.70,0,0,5,23,22
MW Machan,SCOT,2013-2016,13,13,3,407,67*,40.70,318,127.98,0,3,0,37,7
WU Tharanga,SL,2006-2018,26,26,1,407,47,16.28,330,123.33,0,0,3,42,12
PK Matautaava,VAN,2019-2023,23,23,2,406,103,19.33,280,145.00,1,1,5,27,25
Sharjeel Khan,PAK,2013-2021,21,18,0,406,59,22.55,305,133.11,0,2,0,53,15
Aarif Sheikh,NEP,2018-2022,31,25,6,405,39*,21.31,379,106.86,0,0,1,36,8
DM Bravo,WI,2010-2022,26,22,3,405,43*,21.31,379,106.86,0,0,3,32,14
EC Joyce,ENG/IRE,2006-2014,18,15,3,405,78*,33.75,431,93.96,0,1,0,30,5
B Masaba,UGA,2019-2023,47,31,10,404,37*,19.23,370,109.18,0,0,2,42,7
BJ Haddin,AUS,2006-2014,34,29,6,402,47,17.47,351,114.52,0,0,2,30,13
A Johnson,CAN,2022-2022,7,7,1,402,109*,67.00,241,166.80,1,4,1,40,25
M Campopiano,ITA,2022-2023,14,13,3,401,87*,40.10,321,124.92,0,3,1,32,13
RT Ponting,AUS,2005-2009,17,16,2,401,98*,28.64,302,132.78,0,2,2,41,11
HH Gibbs,SA,2005-2010,23,23,1,400,90*,18.18,318,125.78,0,3,4,45,12
O Harvey,Ghana,2021-2022,20,18,3,399,107*,26.60,343,116.32,1,1,0,34,13
Shan Masood,PAK,2022-2022,19,17,4,395,65*,30.38,324,121.91,0,3,2,30,7
AM Tribe,JER,2021-2023,21,19,1,395,73*,21.94,348,113.50,0,2,1,39,11
Basil Hameed,UAE,2020-2023,36,31,8,394,42,17.13,336,117.26,0,0,1,20,15
Hussain Talat,PAK,2018-2021,18,18,2,394,63,24.62,333,118.31,0,2,1,37,5
DK Mathias,BHR,2022-2022,16,16,4,394,61,32.83,365,107.94,0,2,0,25,21
V Sehwag,IND,2006-2012,19,18,0,394,68,21.88,271,145.38,0,2,1,43,16
Abdul Razzaq,PAK,2006-2013,32,29,10,393,46*,20.68,337,116.61,0,0,2,21,21
OJ Hairs,SCOT,2019-2023,20,20,3,392,127*,23.05,204,192.15,1,1,3,34,29
SKA Awiah,Ghana,2021-2022,20,14,1,391,96*,30.07,375,104.26,0,1,1,38,9
NM Odhiambo,KENYA,2010-2023,45,28,5,390,67,16.95,395,98.73,0,2,4,27,11
Mohammad Nadeem,OMA,2015-2023,42,28,6,389,77*,17.68,367,105.99,0,1,1,21,13
Mosaddek Hossain,BAN,2016-2022,33,31,10,389,48*,18.52,341,114.07,0,0,4,26,11
Rizwan Cheema,CAN,2008-2019,24,24,2,389,72,17.68,314,123.88,0,2,5,33,28
S Thakor,TAN,2021-2023,42,31,7,388,44,16.16,238,163.02,0,0,4,38,21
MO Kitunda,TAN,2021-2023,38,29,2,387,46,14.33,389,99.48,0,0,1,33,14
Omar Rassol,BUL,2021-2022,20,19,4,387,99*,25.80,272,142.27,0,3,2,30,25
M Shumba,ZIM,2020-2022,30,27,8,385,66*,20.26,356,108.14,0,1,0,23,13
Tamoor Sajjad,QAT,2019-2020,16,15,4,380,68,34.54,280,135.71,0,1,1,31,15
MNM Aslam,KUW,2019-2023,32,20,2,379,55,21.05,350,108.28,0,1,2,31,10
R Mutumbami,ZIM,2015-2022,29,26,4,379,54,17.22,323,117.33,0,1,2,24,18
JP Kotze,NAM,2019-2022,18,18,1,377,101*,22.17,306,123.20,1,0,1,31,21
Mashrafe Mortaza,BAN,2006-2017,54,39,11,377,36,13.46,277,136.10,0,0,6,28,23
Muhammad Muneeb,Belg,2020-2023,17,17,1,376,73,23.50,332,113.25,0,2,3,37,12
RK Paudel,NEP,2019-2022,21,20,2,376,51,20.88,322,116.77,0,1,0,35,6
Aziz Mohammad,Belg,2019-2023,16,16,1,375,72,25.00,265,141.50,0,3,1,34,24
AK Mohan,Fin,2019-2023,25,25,0,375,61,15.00,423,88.65,0,1,3,24,15
AM Rahane,IND,2011-2016,20,20,2,375,61,20.83,331,113.29,0,1,2,32,6
SV Samson,IND,2015-2023,24,21,2,374,77,19.68,280,133.57,0,1,1,31,15
A McAuley,IOM,2020-2023,18,17,1,373,50,23.31,403,92.55,0,1,1,29,2
A Ferguson,Arg,2019-2023,17,15,3,372,86*,31.00,390,95.38,0,3,1,40,4
SD Hope,WI,2017-2023,21,19,1,371,55,20.61,293,126.62,0,2,1,36,13
Nasir Hossain,BAN,2011-2016,31,24,4,370,50*,18.50,326,113.49,0,2,2,30,7
Rashid Khan,AFG/ICC,2015-2023,82,46,21,370,48*,14.80,286,129.37,0,0,7,23,23
DJ Hooda,IND,2022-2023,21,17,5,368,104,30.66,250,147.20,1,0,2,29,18
Sahir Naqash,GER,2019-2023,38,27,11,368,51*,23.00,277,132.85,0,1,6,28,12
D Doyle-Calle,ESP,2022-2023,19,18,3,367,50,24.46,295,124.40,0,1,0,31,17
BBJL Perera,ITA,2019-2022,18,16,3,367,67,28.23,328,111.89,0,1,0,36,11
Aamir Kaleem,OMA,2015-2022,33,25,4,366,46*,17.42,340,107.64,0,0,5,30,10
SO Ngoche,KENYA,2010-2023,67,39,13,366,41*,14.07,332,110.24,0,0,5,31,12
Faisal Mubashir,GER,2021-2023,20,17,6,365,57*,33.18,361,101.10,0,1,2,29,5
Awais Ahmed,ESP,2019-2023,28,20,3,364,102*,21.41,310,117.41,1,0,3,31,15
PJ Moor,ZIM,2016-2019,21,19,4,364,92*,24.26,286,127.27,0,1,0,22,24
Nasir Jamshed,PAK,2012-2013,18,18,1,363,56,21.35,320,113.43,0,2,1,34,12
DA Blignaut,GER,2021-2023,29,25,5,362,47*,18.10,393,92.11,0,0,1,18,15
G Stewart,ITA,2021-2023,14,13,0,360,76,27.69,221,162.89,0,3,3,30,27
L Ronchi,AUS/ICC/NZ,2008-2018,33,26,6,359,51*,17.95,256,140.23,0,1,5,30,14
Shahil Momin,Aut,2021-2023,24,21,4,358,61,21.05,359,99.72,0,1,1,23,2
G Burrows,IOM,2020-2023,16,15,5,355,69*,35.50,307,115.63,0,3,2,30,9
MC Henriques,AUS,2009-2021,24,21,4,355,62*,20.88,285,124.56,0,2,0,17,15
Naseem Khushi,OMA,2017-2023,35,25,3,355,64,16.13,260,136.53,0,1,3,17,24
A Shreshta,NGA,2021-2022,19,18,2,351,76,21.93,357,98.31,0,1,1,32,5
K Irakoze,RWN,2021-2023,55,40,5,350,60,10.00,312,112.17,0,1,10,25,16
D Kansonkho,MWI,2019-2023,26,22,2,347,54,17.35,396,87.62,0,1,3,37,3
OA Shah,ENG,2007-2009,17,15,1,347,55*,24.78,284,122.18,0,1,0,26,13
SO Tikolo,KENYA,2007-2013,15,15,3,345,56*,28.75,281,122.77,0,2,3,46,6
S Chanderpaul,WI,2006-2010,22,22,5,343,41,20.17,347,98.84,0,0,0,34,5
Aman Desai,SGP,2022-2023,20,20,0,342,64,17.10,269,127.13,0,2,2,25,14
R Tari,VAN,2019-2023,29,26,7,340,56,17.89,311,109.32,0,1,3,15,10
Abdul Waheed,KSA,2020-2023,19,19,3,339,46,21.18,334,101.49,0,0,0,35,4
JJ Huo,MOZ,2019-2023,29,28,8,339,28*,16.95,331,102.41,0,0,3,34,8
Ahmed Hassan,MDV,2019-2022,21,20,1,338,53,17.78,370,91.35,0,1,1,30,4
WIA Fernando,SL,2019-2023,33,31,2,337,37,11.62,358,94.13,0,0,4,26,7
H Gori,CZK-R,2019-2020,11,11,0,337,66,30.63,255,132.15,0,1,1,36,17
NMS Param,SGP,2019-2023,18,16,4,337,72*,28.08,279,120.78,0,2,1,26,10
Sher Sahak,NOR,2021-2023,19,18,4,337,70*,24.07,222,151.80,0,1,0,23,22
A Symonds,AUS,2005-2009,14,11,4,337,85*,48.14,199,169.34,0,2,2,33,10
N Davin,NAM,2019-2019,16,16,1,335,54,22.33,216,155.09,0,1,1,33,15
LM Jongwe,ZIM,2015-2023,45,33,9,335,35,13.95,286,117.13,0,0,4,28,10
Shiraz Khan,KUW,2019-2023,32,25,10,335,50*,22.33,312,107.37,0,1,1,16,17
IO Okpe,NGA,2019-2022,27,22,2,334,53,16.70,308,108.44,0,1,1,11,15
WAE Burton,SRB,2021-2023,19,18,2,332,83,20.75,210,158.09,0,1,5,40,19
Amoluk Singh,Ghana,2021-2022,15,14,2,332,80*,27.66,280,118.57,0,2,1,49,7
IDA Damarell,GUE,2020-2023,15,15,2,331,52,25.46,301,109.96,0,2,0,33,8
Faisal Javed,QAT,2019-2019,15,15,0,330,61,22.00,212,155.66,0,2,1,45,11
Haroon Arshad,HKG,2019-2023,28,22,7,330,68,22.00,249,132.53,0,1,2,26,9
E Sebareme,RWN,2021-2023,41,37,8,330,34,11.37,310,106.45,0,0,5,29,8
M Akayezu,RWN,2021-2023,48,41,4,329,51,8.89,313,105.11,0,1,3,26,15
Ahmer Bin,BHR,2022-2023,21,19,4,328,55*,21.86,277,118.41,0,1,0,26,8
AR Patel,IND,2015-2023,45,28,12,328,65,20.50,222,147.74,0,1,1,25,15
SR Thompson,IRE,2014-2019,41,30,8,328,56,14.90,254,129.13,0,1,1,23,14
T Banton,ENG,2019-2022,14,14,0,327,73,23.35,221,147.96,0,2,0,29,17
AC Douglas,BMUDA,2019-2021,16,15,1,327,74,23.35,236,138.55,0,2,1,33,19
RJ Nicol,NZ,2010-2013,21,19,0,327,58,17.21,296,110.47,0,2,2,33,11
BDH Stevens,JER,2019-2022,20,20,1,327,44,17.21,335,97.61,0,0,1,30,6
S Vesawkar,NEP,2014-2022,20,19,5,325,40,23.21,328,99.08,0,0,0,26,7
Hamza Tariq,CAN,2013-2022,26,20,9,324,63*,29.45,201,161.19,0,3,2,27,14
D Muhumuza,UGA,2019-2022,32,22,8,324,59*,23.14,307,105.53,0,2,1,26,12
Shahid Wasif,HKG,2016-2023,24,22,6,324,50,20.25,307,105.53,0,1,1,23,10
LE Bosman,SA,2006-2010,14,14,1,323,94,24.84,219,147.48,0,3,2,27,20
S Nadigotla,ROM,2019-2023,27,22,1,323,55,15.38,277,116.60,0,1,1,27,10
CP Rizwan,UAE,2019-2023,18,16,3,323,51*,24.84,295,109.49,0,1,0,25,6
PV Vuniwaqa,Fiji,2022-2023,10,10,1,323,72*,35.88,207,156.03,0,2,0,29,21
Umar Adam,MDV,2019-2022,24,23,1,321,53,14.59,275,116.72,0,2,2,28,12
B Bhandari,NEP,2014-2021,35,27,7,319,58*,15.95,292,109.24,0,2,1,24,12
R Lutaaya,UGA,2022-2023,18,16,0,319,70,19.93,248,128.62,0,1,1,34,8
Bakhtiar Tahiri,BUL,2020-2022,14,11,1,317,66,31.70,271,116.97,0,1,0,31,15
Zaheer Ibrahim,QAT,2019-2021,24,22,5,317,50,18.64,280,113.21,0,1,3,35,8
P Baron,Arg,2019-2023,17,15,1,316,66*,22.57,308,102.59,0,2,0,34,6
Junaid Aziz,BHR,2020-2023,27,19,6,315,52,24.23,274,114.96,0,1,0,31,13
Abhijeet Ahuja,HUN,2021-2023,19,18,1,314,75,18.47,328,95.73,0,2,3,25,7
NJ Ferraby,JER,2019-2021,18,18,1,314,81*,18.47,284,110.56,0,1,3,39,2
DC Smith,PHI,2019-2023,17,17,1,312,68,19.50,309,100.97,0,1,2,24,9
Faheem Ashraf,PAK,2017-2023,48,33,8,311,31,12.44,241,129.04,0,0,4,19,18
Muhammad Kashif,KUW,2019-2022,21,18,4,311,53,22.21,294,105.78,0,2,1,20,15
MA Baig,MWI,2019-2023,26,18,5,310,74,23.84,290,106.89,0,1,3,32,4
CR Brathwaite,WI,2011-2019,41,27,6,310,37*,14.76,274,113.13,0,0,3,13,22
JJ Atkinson,HKG,2014-2020,17,16,2,309,53,22.07,277,111.55,0,2,3,31,9
A Kheterpal,HUN,2021-2023,18,18,7,309,42,28.09,258,119.76,0,0,2,34,7
Khushdil Shah,PAK,2019-2022,24,22,7,309,36*,20.60,279,110.75,0,0,0,22,13
ML Hayden,AUS,2005-2007,9,9,3,308,73*,51.33,214,143.92,0,4,0,37,13
PD Salt,ENG,2022-2023,16,15,1,308,88*,22.00,207,148.79,0,2,2,35,11
T Tshose,BOT,2019-2023,26,21,6,307,60,20.46,209,146.88,0,1,2,20,13
Usman Khan,Fran,2021-2023,13,11,2,307,63*,34.11,242,126.85,0,3,1,33,8
Waqas Barkat,HKG,2014-2020,30,25,3,307,37,13.95,333,92.19,0,0,3,25,0
Ayaan Khan,OMA,2021-2023,17,15,1,306,53*,21.85,263,116.34,0,1,0,22,6
Shubman Gill,IND,2023-2023,11,11,1,304,126*,30.40,207,146.85,1,1,0,24,16
GP Meade,ITA,2019-2023,27,23,5,303,59*,16.83,294,103.06,0,1,3,21,8
Osama Mahmood,SUI,2021-2023,14,13,2,303,58*,27.54,263,115.20,0,2,2,31,6
BM Duckett,ENG,2019-2023,11,11,2,301,70*,33.44,205,146.82,0,1,0,39,2
Imran Ali Butt,BHR,2019-2023,17,15,1,301,58,21.50,331,90.93,0,2,4,20,11
R Shepherd,WI,2020-2023,31,16,8,301,44*,37.62,196,153.57,0,0,1,10,25
XM Marshall,USA/WI,2008-2021,20,18,1,300,47*,17.64,290,103.44,0,0,2,26,9
Zahir Mohammed,HUN,2021-2023,19,17,0,300,78,17.64,199,150.75,0,1,1,23,22
DG Blampied,JER,2019-2023,37,27,11,299,43*,18.68,306,97.71,0,0,2,19,0
NL McCullum,NZ,2007-2016,63,41,15,299,36*,11.50,297,100.67,0,0,4,19,8
R Panchal,ESP,2019-2023,22,18,7,299,71*,27.18,331,90.33,0,1,1,11,9
Arjun Vinod,SUI,2021-2023,18,17,4,299,67,23.00,258,115.89,0,1,1,30,7
RR Sarwan,WI,2007-2010,18,16,3,298,59,22.92,286,104.19,0,2,1,19,6
Simi Singh,IRE,2018-2022,53,40,11,296,57*,10.20,273,108.42,0,1,8,18,8
H Patel,CAN,2010-2021,15,15,1,294,88*,21.00,285,103.15,0,2,2,28,3
C Karunaratne,SL,2021-2023,42,34,16,291,31,16.16,274,106.20,0,0,6,15,12
CA Lynn,AUS,2014-2018,18,16,1,291,44,19.40,221,131.67,0,0,1,28,14
HDRL Thirimanne,SL,2012-2016,26,20,2,291,44,16.16,267,108.98,0,0,1,27,5
MTMMJ Ave,COK,2022-2022,6,6,2,290,92*,72.50,225,128.88,0,3,0,30,10
Aaron Jones,USA,2019-2022,19,17,6,289,50,26.27,275,105.09,0,1,0,18,8
Aaftab Alam Khan,MLT,2021-2023,27,26,7,289,71*,15.21,235,122.97,0,1,5,26,11
Karan KC,NEP,2015-2022,43,27,8,289,45,15.21,185,156.21,0,0,2,15,23
AN Kervezee,NED,2009-2012,10,10,1,289,58*,32.11,262,110.30,0,2,0,19,6
J Broad,GER,2022-2022,9,9,2,288,62,41.14,241,119.50,0,3,0,26,3
S Singh,KENYA,2021-2023,24,18,5,288,42,22.15,301,95.68,0,0,0,28,3
Ameer Saiyed,BOT,2019-2023,16,15,0,287,55,19.13,285,100.70,0,1,0,29,6
HA Jackson,Fran,2021-2023,18,18,1,287,50,16.88,292,98.28,0,1,1,24,4
A Venkatesh,SWE,2021-2022,16,16,2,287,54,20.50,272,105.51,0,1,2,25,2
A Bagai,CAN,2008-2013,9,9,2,284,67*,40.57,249,114.05,0,2,0,27,0
NN Odhiambo,KENYA,2007-2022,43,31,5,284,41,10.92,272,104.41,0,0,6,31,6
Hamza Dar,ESP,2019-2022,17,15,3,283,59*,23.58,252,112.30,0,1,1,17,11
Amir Zaib,PORT,2021-2023,18,15,2,282,42,21.69,210,134.28,0,0,2,25,9
Habib Khan,EST,2021-2022,12,12,0,282,60,23.50,235,120.00,0,3,1,14,17
N Knights,IOM,2020-2023,18,17,0,282,69,16.58,197,143.14,0,2,4,25,17
Abdul-Shakoor Rahimzei,GER,2019-2023,26,21,3,281,59,15.61,268,104.85,0,1,2,21,7
Mohammad Shahzad,UAE,2015-2017,20,20,2,281,52,15.61,239,117.57,0,1,2,25,11
PA Raikes,GIBR,2021-2023,11,11,2,281,74*,31.22,245,114.69,0,2,0,23,8
Aminuddin Ramly,MAL,2019-2021,23,21,4,280,41,16.47,189,148.14,0,0,1,13,20
TG Southee,NZ,2008-2023,114,45,20,280,39,11.20,195,143.58,0,0,5,19,17
KJ Stagno,GIBR,2022-2023,13,13,1,280,86,23.33,167,167.66,0,1,2,15,26
TC Bruce,NZ,2017-2020,17,17,2,279,59*,18.60,228,122.36,0,2,2,24,7
AC Agar,AUS,2016-2022,47,28,5,277,29,12.04,273,101.46,0,0,4,19,9
T Perera,BOT,2019-2022,16,15,3,276,30,23.00,305,90.49,0,0,1,31,5
SC Getkate,IRE,2019-2022,30,26,3,275,30,11.95,246,111.78,0,0,1,10,15
TAM Siriwardana,SL,2015-2017,22,19,3,275,42,17.18,208,132.21,0,0,4,16,12
Fanyan Mughal,MLT,2023-2023,20,19,2,274,56,16.11,247,110.93,0,1,0,23,14
G Kansonkho,MWI,2019-2023,24,18,4,274,52,19.57,348,78.73,0,1,1,23,1
Sohaib Maqsood,PAK,2013-2021,26,22,2,273,37,13.65,234,116.66,0,0,2,20,11
LB Ferbrache,GUE,2019-2023,25,20,3,272,55,16.00,305,89.18,0,1,2,9,4
AC Gilchrist,AUS,2005-2008,13,13,1,272,48,22.66,192,141.66,0,0,0,27,13
Yasim Murtaza,HKG,2022-2023,14,13,1,272,58,22.66,233,116.73,0,1,0,25,9
Amjad Javed,UAE,2014-2017,22,18,3,271,76,18.06,242,111.98,0,1,1,17,15
BJ McCarthy,IRE,2017-2023,44,28,10,271,51*,15.05,212,127.83,0,1,6,19,15
J van Heerden,GER,2022-2023,10,9,3,271,53*,45.16,225,120.44,0,1,0,36,2
BR McDermott,AUS,2018-2022,23,21,4,269,53,15.82,285,94.38,0,1,3,16,8
M Spoors,CAN,2022-2022,10,9,2,269,108*,38.42,225,119.55,1,1,1,30,6
MV Boucher,SA,2005-2010,25,21,6,268,36*,17.86,275,97.45,0,0,0,22,2
FA Allen,WI,2018-2022,34,24,8,267,34,16.68,195,136.92,0,0,4,15,21
JS Malhotra,USA,2019-2022,17,15,1,267,58,19.07,226,118.14,0,1,0,20,10
Mohammad Ihsan,ESP,2022-2023,10,10,4,267,102*,44.50,165,161.81,1,0,0,30,13
TW Nightingale,GUE,2020-2023,18,16,2,267,46*,19.07,255,104.70,0,0,0,17,7
MD Patel,USA,2019-2022,20,17,2,267,39,17.80,218,122.47,0,0,1,29,9
Sheraz Sheikh,Belg,2021-2023,19,17,3,267,48,19.07,236,113.13,0,0,1,21,14
C Tommy,VAN,2019-2023,18,17,0,267,47,15.70,285,93.68,0,0,2,15,10
JP Kaltapau,VAN,2022-2023,14,13,0,266,60,20.46,270,98.51,0,1,1,25,2
JP Inglis,AUS,2022-2023,12,12,2,265,48,26.50,184,144.02,0,0,1,25,7
